File Name,Extracted Data
23047-FG.pdf,"Based on the provided text, I have extracted the following fields from the invoice:

Invoice Number: 23047-FG
Invoice Date: 17 de Marzo de 2022
Part Number: 1W0133090000, 1W0136940000, 1W0136940000, 1W0136940000, 1W0137020000, 1W0136940000, 3W2242910000, 3Z2245530000, 5E0182980021, 8E0021172461, 8E0021172618, 8E0021173091, 8E0021173091, 8E0021174667
Description: RECUPERADORES DE CALOR, RECUPERADORES DE CALOR, RECUPERADORES DE CALOR, RECUPERADORES DE CALOR, ENFRIADORES PARA USO, RECUPERADORES DE CALOR, EVAPORADORES PARA AIRE ACONDICIONADO, CONDENSADORES PARA AIRE ACONDICIONADO, PARA RADIADORES DE USO AUTOMOTRIZ A RETRABAJO, HUECOS DE ALUMINIO, HUECOS DE ALUMINIO, HUECOS DE ALUMINIO, HUECOS DE ALUMINIO, HUECOS DE ALUMINIO
Quantity: 37, 1197.504, 1197.504, 718.502, 122.472, 141.697, 150.142, 358.344, 781.099, 1117.670, 3238.704, 323.870, 485.806, 38
Unit of Measure: PZ, PZ, PZ, PZ, PZ, PZ, PZ, PZ, PZ, PZ, PZ, PZ, PZ, BULTOS
Cost: 184,882.84, 228,247.95, 228,247.95, 136,948.77, 35,972.68, 65,969.47, 43,289.12, 41,226.74, 65,754.05, 99,361.67, 277,628.19, 27,762.82, 42,374.83, 1,477,667.08
Weight: 611.544, 1197.504, 1197.504, 718.502, 122.472, 141.697, 150.142, 358.344, 781.099, 1117.670, 3238.704, 323.870, 485.806, 10444.8585
Country of Origin: Not available in the provided text.
Supplier: MODINE TRANSFERENCIA DE CALOR S.A. DE C.V., MODINE TRANSFERENCIA DE CALOR S.A. DE C.V., MODINE TRANSFERENCIA DE CALOR S.A. DE C.V., MODINE TRANSFERENCIA DE CALOR S.A. DE C.V., MODINE TRANSFERENCIA DE CALOR S.A. DE C.V., MODINE TRANSFERENCIA DE CALOR S.A. DE C.V., RHINO EXPRESS, S.A. DE C.V., RHINO EXPRESS, S.A. DE C.V., RHINO EXPRESS, S.A. DE C.V., RHINO EXPRESS, S.A. DE C.V., RHINO EXPRESS, S.A. DE C.V., RHINO EXPRESS, S.A. DE C.V., RHINO EXPRESS, S.A. DE C.V., Not available in the provided text.

Please note that the field ""Country of Origin"" and specific supplier information is not available in the provided text."
23048-FG.pdf,"Invoice Number: 23048-FG
Invoice Date: 18 de Marzo de 2022
Part Number: 1S0128050000, 1W0128050000, 1W0133080000, 1W0133080000, 1W0133080000, 1W0133080000, 3S2243110000, 3W2242910000, 3Z2245530000, 8E0021174521, 8E0021174667
Description: CONDENSADORES PARA AIRE ACONDICIONADO, ENFRIADORES PARA USO EN MAQUINARIA AGRICOLA, RECUPERADORES DE CALOR PARA RADIADORES, EVAPORADORES PARA AIRE ACONDICIONADO, CONDENSADORES PARA AIRE ACONDICIONADO, HUECOS DE ALUMINIO ALEADO, HUECOS DE ALUMINIO, PERFILES DE ALUMINIO
Quantity: 16.000, 16.000, 280.000, 280.000, 280.000, 280.000, 15.000, 72.000, 13.000, 21000.000, 7000.000
Unit of Measure: PZ (Pieces)
Cost: 32,035.77, 32,337.21, 317,442.62, 317,442.62, 317,442.62, 317,442.62, 16,521.39, 98,144.53, 27,907.70, 126,084.32, 42,028.11
Weight: 190.272, 190.272, 664.252, 664.252, 664.252, 664.252, 40.960, 212.546, 97.592, 1428.840, 485.806
Country of Origin: N/A (not mentioned in the invoice)
Supplier: MODINE TRANSFERENCIA DE CALOR S.A. DE C.V."
AXM-1830FG.pdf,"Invoice Number: AXM-1830FG
Invoice Date: 14 de Marzo de 2022
Part Number: 1A0119060000, 1A0155720000, 1A0156270000, 1A0156330000, 1A0160430000, 1A0160440000, 1A0160650000, 1A0169640000, 1A0173780000, 1A0175660000, 1A0175790000, 1A0177810000, 1A0183660000, 1A0192570000, 1A0197940000, 1A0197950000, 1A0198340000
Description: INTERCAMBIADORES DE CALOR
Quantity: 6.000 PZ, 1.000 PZ, 1.000 PZ, 1.000 PZ, 4.000 PZ, 10.000 PZ, 2.000 PZ, 10.000 PZ, 4.000 PZ, 1.000 PZ, 16.000 PZ, 48.000 PZ, 12.000 PZ, 1.000 PZ, 3.000 PZ, 4.000 PZ, 10.000 PZ
Unit of Measure: PZ
Cost: 18,364.68, 9,660.34, 8,739.36, 25,960.52, 51,024.60, 92,421.16, 38,108.21, 114,450.46, 8,552.48, 34,126.44, 47,133.45, 48,344.92, 66,504.47, 77,229.68, 49,142.78, 82,420.61, 146,534.85
Weight: 108.864 KG, 26.309 KG, 22.226 KG, 107.503 KG, 234.058 KG, 381.024 KG, 113.400 KG, 358.344 KG, 50.199 KG, 215.460 KG, 217.728 KG, 198.677 KG, 566.093 KG, 272.160 KG, 209.563 KG, 422.755 KG, 535.248 KG
Country of Origin: 
Supplier: MODINE TRANSFERENCIA DE CALOR S.A. DE C.V. Invoice Number: AXM-1830FG

Invoice Date: 14 de Marzo de 2022

Part Number: 1A0198340000, 1A0199570000, 1A0202040000, 1A0206390000, 1A0207020000, 1A0207490000, 1A0208440000, 1A0209560000, 1A0213080000, 1A0213130000, 1A0213750000, 1A0213800000, 1A0214070000, 1A0214090000, 1A0214150000

Description: INTERCAMBIADORES DE CALOR

Quantity: 5.000 PZ, 1.000 PZ, 1.000 PZ, 2.000 PZ, 10.000 PZ, 8.000 PZ, 1.000 PZ, 36.000 PZ, 1.000 PZ, 7.000 PZ, 10.000 PZ, 6.000 PZ, 5.000 PZ, 10.000 PZ, 4.000 PZ

Unit of Measure: PZ

Cost: 73,267.42, 7,290.88, 17,090.91, 145,179.07, 158,303.53, 126,642.82, 70,471.34, 107,575.51, 64,139.20, 59,454.80, 27,335.81, 35,444.47, 175,781.41, 402,675.10, 15,006.69

Weight: 13,697.27, 1,362.91, 3,195.02, 27,140.32, 29,592.64, 23,674.11, 13,174.17, 20,107.64, 11,990.38, 11,114.28, 5,111.44, 6,625.78, 32,861.48, 75,276.76, 60,221.41

Country of Origin: Not provided

Supplier: MODINE TRANSFERENCIA DE CALOR S.A. DE C.V.

Please note that the Country of Origin was not provided in the invoice. I'm sorry, but I cannot find any structured information in the given text. Please provide the invoice in a more structured format, or provide a clear description of where the desired fields are located within the text."
AXM-1833FG.pdf,"Invoice Number: AXM-1833FG
Invoice Date: 17 de Marzo de 2022
Part Number: 1A0119060000, 1A0119060000, 1A0169640000, 1A0171840000, 1A0173780000, 1A0175660000, 1A0175790000, 1A0175790000, 1A0175660000, 1A0175790000, 1A0175660000, 1A0175790000, 1A0181810000, 1A0181810000, 1A0183660000, 1A0185890000, 1A0190390000, 1A0190790000, 1A0195920000, 1A0198340000, 1A0198340000, 1A0198340000, 1A0198340000, 1A0201910000
Description: INTERCAMBIADORES DE CALOR
Quantity: 10.000 PZ, 5.000 PZ, 7.000 PZ, 1.000 PZ, 1.000 PZ, 4.000 PZ, 8.000 PZ, 5.000 PZ, 12.000 PZ, 1.000 PZ, 3.000 PZ, 3.000 PZ, 2.000 PZ, 5.000 PZ, 12.000 PZ, 1.000 PZ, 3.000 PZ, 3.000 PZ, 2.000 PZ, 10.000 PZ, 10.000 PZ, 5.000 PZ, 5.000 PZ, 
Unit of Measure: PZ
Cost: 30,461.87, 15,230.93, 79,733.35, 5,048.87, 2,127.93, 135,854.95, 23,454.36, 23,454.36, 135,854.95, 23,454.36, 135,854.95, 23,454.36, 81,039.25, 81,039.25, 66,187.40, 836.64, 32,819.41, 54,769.36, 54,642.66, 145,836.21, 145,836.21, 145,836.21, 145,836.21, 72,918.10, 15,377.05
Weight: 10.000 KG, 5.000 KG, 7.000 KG, 1.000 KG, 1.000 KG, 4.000 KG, 8.000 KG, 5.000 KG, 12.000 KG, 1.000 KG, 3.000 KG, 3.000 KG, 2.000 KG, 5.000 KG, 12.000 KG, 1.000 KG, 3.000 KG, 3.000 KG, 2.000 KG, 10.000 KG, 10.000 KG, 5.000 KG, 5.000 KG
Country of Origin: 
Supplier: MODINE TRANSFERENCIA DE CALOR S.A. DE C.V. Based on the provided text, here are the extracted fields:

Invoice Number: AXM-1833FG
Invoice Date: 17 de Marzo de 2022
Part Number: 8419500300, 1A0202390000, 1A0207090000, 1A0207490000, 1A0208430000, 1A0208440000, 1A0213300000, 1A0213750000, 1A0214070000, 1A0214090000, 3A0513690001
Description: INTERCAMBIADORES DE CALOR
Quantity: 47.701, 167.832, 310.716, 102.060, 136.080, 72.667, 111.132, 177.811, 353.808, 205.027, 755.244, 36.742, 90 BULTOS
Unit of Measure: PZ, KG, CLASE
Cost: 736.65, 137.70, 174.87, 874.35, 1480.08, 276.68, 439.19, 1756.76, 2909.69, 543.95, 3453.64, 3559.89, 628.11, 3988.00, 958.14, 179.10, 126.36, 1137.24, 1277.52, 238.80, 126.36, 1516.32, 673.20, 125.82, 133.17, 799.02, 629.45, 117.65, 149.42, 747.10, 1188.32, 186.56, 171.86, 1374.88, 2606.60, 487.40, 154.70, 3094.00, 1676.16, 313.35, 1989.51, 5759.55, 1076.70, 2278.75, 6836.25, 778.40, 144.40, 46.14, 922.80
Weight: 9167.783817, 72092.317452, 83246.708400, 23739.09, 31652.12, 16678.98, 15595.19, 28699.66, 64585.08, 41529.628593, 142701.93, 19262.80
Country of Origin: 
Supplier: MODINE TRANSFERENCIA DE CALOR S.A. DE C.V., MODINE MANUFACTURING COMPANY"
AXM-1844EQ.pdf,"Invoice Number: AXM-1844EQ
Invoice Date: 04 de Abril de 2022
Part Number: MACH-6438-04
Description: INSTRUMENTOS DE MEDICION DE COORDENADAS
Quantity: 1.000
Unit of Measure: PZ
Cost: 103119.23 MXN
Weight: .907 kilos
Country of Origin: N/A
Supplier: MODINE TRANSFERENCIA DE CALOR S.A. DE C.V."
BM-001.pdf,"Invoice Number: 21-07-3459-1030957
Invoice Date: 18 / Ago / 2021
Part Number: HPS-20
Description: PZS MAQUINA SOLDADORA POR RADIO FRECUENCIA
Quantity: 1
Unit of Measure: BULTO
Cost: $249,876.92
Weight: 100.00 kilos
Country of Origin: US
Supplier: COVIDIEN LP"
BM-003.pdf,"Invoice Number: 22-07-3459-2011530
Invoice Date: 21 / Abr / 2022
Part Number: SO5307
Description: PZS MODULOS DE MOLDEO PARA TUBOS DE PLASTICO
Quantity: 2.00
Unit of Measure: CAJA
Cost: $40,201.04
Weight: 2.00 kilos
Country of Origin: US
Supplier: COVIDIEN LP"
BO-001.pdf,"Invoice Number: 21-07-3459-1005574
Invoice Date: 19 / Feb / 2021
Part Number: SOMX5341
Description: MQEQ_REPARACION
Quantity: 1
Unit of Measure: PZS
Cost: $359,612.94
Weight: 55.00 kilos
Country of Origin: CN
Supplier: MMJ S.A. DE C.V."
BO-007.pdf,"Invoice Number: 21-07-3459-1023335
Invoice Date: 16 / Ago / 2021
Part Number: PT00084000
Description: PZS MOLDE PARA MAQUINA MOLDEADORA DE INYECCION DE PLASTICO CON ACCESORIOS
Quantity: 1
Unit of Measure: CRATE
Cost: $1,788,327.53
Weight: 1672.00 KILOS (NETOS)
Country of Origin: SG
Supplier: COVIDIEN LP"
BO-009MEX.pdf,"Invoice Number: BO-009
Invoice Date: 12/Oct/2021
Part Number: DIC60 34137M1
Description: PZS MOLDE PARA MAQUINA MOLDEADORA
Quantity: 1
Unit of Measure: BULTO
Cost: $3,109,395.00
Weight: 486.00 Kilos
Country of Origin: US
Supplier: CACO PACIFIC CORPORATION"
F5-0002-22 NEW.pdf,"I'm sorry, but as an AI text-based model, I am not able to directly extract information from specific documents or files. However, I can provide guidance on how you can extract the fields you mentioned manually.

To extract the fields from the invoice, you can follow these steps:

1. Open the invoice document using a document viewer or editor.
2. Locate the Invoice Number: Look for a specific field or label indicating the invoice number. It is usually a unique identifier for the invoice.
3. Identify the Invoice Date: Search for a field or label that specifies the invoice date. Typically, it is mentioned near the invoice number.
4. Find the Part Number: Scan the document for details related to the item or parts being invoiced. Look for a specific field or label indicating the part number.
5. Note the Part Description: Look for a field or label that provides a description or details about the item or parts being invoiced.
6. Identify the Quantity: Search for a field or label indicating the quantity of the item or parts mentioned in the invoice.
7. Find the Unit of Measure: Look for a field or label specifying the unit of measure used for the quantity mentioned above (e.g., pieces, kilograms, meters).
8. Note the Cost: Locate a field or label indicating the cost or price per unit of the item or parts mentioned in the invoice.
9. Find the Weight: Search for a field or label that specifies the weight of the item or parts being invoiced.
10. Identify the Country of Origin: Look for a field or label that indicates the country of origin for the item or parts mentioned in the invoice.
11. Note the Supplier: Locate a field or label that specifies the supplier's name or company providing the item or parts mentioned in the invoice.

By following these steps, you should be able to manually extract the desired fields from the invoice."
FASFEB22-001.pdf,"Here are the extracted fields from the invoice:

Invoice Number: FASFEB22-001
Invoice Date: 28/Feb/2022
Part Number: 
- 03004155
- 03004195
- 03000841
- 03000820
- 03000911
Description:
- SS 3/8-24 .75 SQ HD CUP
- SS 5/16-24 .50 SQ
- SS 5/16-24 .38 HEX SOC
- STAILESS STEEL SCREWS
- SS 5/16-24 .38 HEX SOC KN
Quantity:
- 2,000.00 EA
- 32,400.00 EA
- 3,000.00 EA
- 5,000.00 EA
- 1,000.00 EA
Unit of Measure: EA
Cost:
- $2,245.20
- $2,245.32
- $436.20
- $518.00
- $317.50
Weight:
- 191.053
- 233.552
Country of Origin: MX
Supplier:
- LAU HOLDINGS LLC
- FASTENAL MEXICO S DE RL DE CV"
GBPFEB22-001.pdf,"Invoice Number: GBPFEB22-001
Invoice Date: 2 / Feb / 2022
Part Number: 0407410005
Description: CORRUGATED CARTON
Quantity: 1,000.00
Unit of Measure: PZS
Cost: $4,960.00
Weight: 4,960.00
Country of Origin: MX
Supplier: GREEN BAY PACKAGING MEXICANA, S DE R.L DE C.V."
GBPFEB22-002.pdf,"Invoice Number: GBPFEB22-002
Invoice Date: 3 / Feb / 2022
Part Number: 0407410003
Description: CORRUGATED CARTON
Quantity: 500.00
Unit of Measure: PZS
Cost: 1,292.00
Weight: 2.584000
Country of Origin: MX
Supplier: GREEN BAY PACKAGING MEXICANA, S DE R.L DE C.V."
GBPFEB22-003.pdf,"I have extracted the following fields from the invoice:

Invoice Number: GBPFEB22-003
Invoice Date: 4 / Feb / 2022
Part Number: 0407410002
Description: CORRUGATED CARTON
Quantity: 2.928000
Unit of Measure: PZS
Cost: 772.00
Weight: 300.00
Country of Origin: MX
Supplier: GREEN BAY PACKAGING MEXICANA, S DE R.L DE C.V."
DEJ22026.pdf,"Invoice Number: DEJ22026
Invoice Date: 15/Mar/2022
Part Number 1: 781090
Part Number 2: 45389
Part Number 3: 440N-S32023
Part Number 4: SL-R11
Part Number 5: SI-LS83D
Part Number 6: BI1-EH04-AN6X
Part Number 7: BT23S
Part Number 8: 64640 HLX
Description 1: APARATO ELECTRICO DESMAGNETIZADOR
Description 2: CELULA DE CARGA
Description 3: AISLANTE DE CORRIENTE ELECTRICA
Description 4: PRISMA OPTICO DE VIDRIO SIN MONTAR
Description 5: INTERRUPTOR
Description 6: CONTROLADOR PROGRAMABLE
Description 7: INTERRUPTOR
Description 8: SENSORES FOTOELECTRICOS
Description 9: SENSORES FOTOELECTRICOS
Description 10: FOCO 24V
Quantity 1: 3
Quantity 2: 1
Quantity 3: 1
Quantity 4: 3
Quantity 5: 2
Quantity 6: 2
Quantity 7: 2
Quantity 8: 20
Unit of Measure: PZS
Cost 1: $114.6700
Cost 2: $680.0000
Cost 3: $361.5000
Cost 4: $91.7500
Cost 5: $139.2500
Cost 6: $368.4400
Cost 7: $276.9300
Cost 8: $140.4500
Cost 9: $128.6500
Cost 10: $3.9900
Weight: N/A
Country of Origin 1: US
Country of Origin 2: US
Country of Origin 3: US
Country of Origin 4: SG
Country of Origin 5: DO
Country of Origin 6: JP
Country of Origin 7: DE
Country of Origin 8: LK
Country of Origin 9: US
Country of Origin 10: DE
Supplier: NYPRO HEALTHCARE BAJA, INC. I have extracted the following fields from the invoice:

Invoice Number: DEJ22026
Invoice Date: 15/Mar/2022
Part Number: VXX 250 P.0750, 305512, 2961105, 433022201JP, PBCT26UM3, MA 35, E15783G01, E00641P03, E01693P01, E16775P96, E15783G02
Description: CILINDRO NEUMATICO CON PINZA NEUMATICA, RELEVADOR INFERIOR A 60V POR INDUCCION, VALVULA REGULADORA DE PRESION, SENSORES FOTOELECTRICOS, AMORTIGUADOR NEUMATICO, PARTE PARA FORMADO DE GRAPAS
Quantity: 10 PZS, 1 PZS, 4 PZS, 3 PZS, 2 PZS, 19 PZS, 1 PZS, 4 PZS, 2 PZS, 2 PZS, 6 PZS
Unit of Measure: PZS
Cost: $22.7500, $109.7500, $22.1900, $80.4000, $70.5000, $81.2500, $515.0000, $450.0000, $450.0000, $450.0000, $450.0000, $305.0000, $305.0000, $515.0000
Weight: 0.50, 0.50, 1.00, 0.50, 0.50, 0.20, 0.20, 0.20, 0.20, 0.20, 0.50, 0.10, 0.30, 0.50
Country of Origin: US, DE, CZ, TW, US, US, US, US, US, US, US
Supplier: DAYTON, SCHUNK, PHOENIX CONTACT, JUPITER PNEUMATICS, BANNER, ACE, TJ, TJ TOOL, TJ TOOL, TJ TOOL, TJ TOOL SUPPLY, TJ, TJ TOOL SUPPLY, TJ

Please note that some fields may be repeated for different parts/products on the invoice."
DEJ22029.pdf,"I'm sorry, but as an AI text-based assistant, I am unable to directly extract information from specific documents. However, if you provide the contents of the invoice, I can assist you in extracting the required fields manually."
DQIJ220007.pdf,"Invoice Number: DQIJ220007
Invoice Date: 02/Mar/2022
Part Number: D16861P01
Description: AGUA DESTILADA
Quantity: 7,640.64
Unit of Measure: LT
Cost: $3,058.32
Weight: 7,640.640
Country of Origin: US
Supplier: NYPRO HEALTHCARE BAJA, INC."
DQIJ220009.pdf,"Invoice Number: DQIJ220009
Invoice Date: 07/Apr/2022
Part Number: D16861P01
Description: AGUA DESTILADA
Quantity: 7,640.640
Unit of Measure: LT
Cost: $3,058.32
Weight: 7,957.046 KGS
Country of Origin: US
Supplier: NYPRO HEALTHCARE BAJA, INC."
DQIJ220010MX.pdf,"Invoice Number: DQIJ220010
Invoice Date: 19/Abr/2022
Part Number: M03149P001
Description: CLORURO DE METILENO
Quantity: 16.00
Unit of Measure: LT
Cost: $774.76
Weight: 48.4225
Country of Origin: US
Supplier: NYPRO HEALTHCARE BAJA, INC."
2240090817.pdf,"I'm sorry, but as an AI text-based assistant, I can't directly process or extract information from a document like an invoice. However, I can guide you on how to extract the specific fields you mentioned manually.

To extract the fields from an invoice using a software like DocuFreezer, you can follow these steps:

1. Open the invoice document using DocuFreezer.
2. Navigate to the section of the invoice containing the information you want to extract.
3. Use the text selection tool in DocuFreezer to highlight and copy the desired fields.
4. Paste the extracted fields into a spreadsheet or document of your choice.
5. Repeat the process for each field you want to extract until you have extracted all the required information from the invoice.

Remember, the process may vary depending on the structure and format of the invoice document. It is advisable to check the software's documentation or user guide for detailed instructions on how to extract information using DocuFreezer specifically."
2909094-2.pdf,"Invoice Number: 2909094-2
Invoice Date: 26/ Abr / 2022
Part Number: 399184
Description: ANILLOS DE ACERO (MANUFACTURAS) / STEEL INSERT
Quantity: 4,800.00
Unit of Measure: PZA (6)
Cost: 2,311.68
Weight: 2,311.68 Kgs
Country of Origin: USA
Supplier: HEADLY MANUFACTURING CO."
2909095-1.pdf,"Invoice Number: 2909095-1
Invoice Date: 26/Apr/2022
Part Number: 399215
Description: ANILLO DE ACERO (MANUFACTURA) / STEEL RING
Quantity: 510.00
Unit of Measure: PZA (6)
Cost: 1,678.26
Weight: 347.00
Country of Origin: USA
Supplier: HEADLY MANUFACTURING CO."
2909247.pdf,"Invoice Number: 2909247
Invoice Date: 26/Abr/2022
Part Number: 399776
Description: ANILLOS DE ACERO (MANUFACTURAS) / STEEL INSERT
Quantity: 13,503.00
Unit of Measure: PZA
Cost: 6,020.99
Weight: 647,018.48
Country of Origin: USA
Supplier: HEADLY MANUFACTURING CO."
635588.pdf,"Invoice Number: 635588
Invoice Date: 18/ Abr / 2022
Part Number: 3139421
Description: EMPAQUES DE HULE / RUBBER SEAL
Quantity: 81,600.00
Unit of Measure: PZA (6)
Cost: 81,600.00
Weight: 30.27 Kgs.
Country of Origin: MX (MEX)
Supplier: COATING SYSTEMS INC."
435514560.PDF,"Invoice Number: 435514560
Invoice Date: 11/18/2021
Part Number: 93077465, 93114035, 93147569
Description: LCAT22-35MLG-EDU, CFP24-55/41/3440, LM40-12V-1205L
Quantity: 23, 32, 12
Unit of Measure: EA
Cost: 29.25, 38.22, 56.45
Weight: -
Country of Origin: -
Supplier: Hubbell Products Mexico"
435853865.pdf,"Invoice Number: 435853865
Invoice Date: 12/23/2021
Part Number: 93123038
Description: CBT24-LS40
Quantity: 248
Unit of Measure: EA
Cost: 29.29
Weight: 2980.960 LB
Country of Origin: N/A
Supplier: Hubbell Products Mexico"
436260592.pdf,"Extracted fields from the invoice:

Invoice Number: 436260592
Invoice Date: 02/10/2022
Part Number: 93097509
Description: PEL2-50MM-FAW-EDU
Quantity: 5
Unit of Measure: EA
Cost: 97.02
Weight: 125.000 LB
Country of Origin: Mexico
Supplier: HUBBELL PRODUCTS MEXICO S DE"
436437768.pdf,"Invoice Number: 436437768
Invoice Date: 02/28/2022
Part Number: FXL1904KY
Description: FXL-190-4K-Y
Quantity: 1
Unit of Measure: EA
Cost: 353.69
Weight: 36.000 LB
Country of Origin: China
Supplier: HUBBELL PRODUCTS MEXICO S DE HUBBELL INC"
436467270.pdf,"Invoice Number: 436467270
Invoice Date: 03/03/2022
Part Number: RAR2-320L-165-4K7-3-UNV-MAF-DBT
Description: HLOL
Quantity: 1
Unit of Measure: EA
Cost: $224.61
Weight: 27.000 LB
Country of Origin: Mexico
Supplier: HUBBELL PRODUCTS MEXICO S DE HUBBELL INC"
PTV5-000948.pdf,"Invoice Number: PTV5-000948
Invoice Date: 02/Mar/2022
Part Number: 22364204, 22364202, 22361553, 22374598, 22364205, 22361568, 22361552, 22374597, 22374599
Description: AMORTIGUADOR
Quantity: 1, 2, 3, 4, 5, 6, 7, 8, 9
Unit of Measure: PZS
Cost: $10,586.0400, $3,793.9000, $14,480.4300, $9,321.1800, $8,233.5800, $1,488.3600, $10,135.6900, $6,345.0200, $11,665.6000
Weight: 2,376.000, 791.000, 2,970.000, 972.000, 1,848.000, 297.000, 2,079.000, 639.000, 1,214.000
Unit of Measure: USD
Country of Origin: MEX
Supplier: BWI VEHICLE DYNAMICS SALES AND SERVICE S DE RL DE CV"
PTV5-000950 EXP.pdf,"Invoice Number: PTV5-000950
Invoice Date: 03/Mar/2022
Part Number: 22364204, 22364202, 22364203, 22364205, 22361553, 22361552, 22374597, 22374369, 22374598, 22374599
Description: AMORTIGUADOR
Quantity: 3,960.000, 264.000, 528.000, 2,112.000, 1,188.000, 1,188.000, 319.000, 338.000, 729.000, 1,214.000
Unit of Measure: PZS
Cost: $825.0000, $55.0000, $110.0000, $440.0000, $220.0000, $220.0000, $121.0000, $121.0000, $264.0000, $440.0000
Weight: $1,005.57, $344.15, $688.31, $2,753.27, $1,005.57, $1,005.57, $557.01, $418.17, $1,215.31, $2,025.51
Country of Origin: MEX
Supplier: BWI VEHICLE DYNAMICS SALES AND SERVICE S DE RL DE CV"
PTV5-000951 EXP.pdf,"Invoice Number: PTV5-000951
Invoice Date: 04/Mar/2022
Part Number: 22364204, 22364202, 22364203, 22364205, 22361553, 22361569, 22361568, 22361552, 22361566, 22374597, 22374369, 22374598, 22374599
Description: AMORTIGUADOR
Quantity: 2,112.000, 527.000, 264.000, 2,904.000, 2,079.000, 297.000, 297.000, 2,079.000, 297.000, 319.000, 675.000, 486.000, 1,214.000
Unit of Measure: PZS
Cost: $9,409.8100, $2,529.2600, $1,264.6300, $12,938.4900, $10,136.3000, $1,488.3600, $1,488.3600, $10,135.6900, $1,448.0400, $3,172.5100, $6,807.2100, $4,660.5900, $11,665.6000
Weight: 440.0000, 110.0000, 55.0000, 605.0000, 385.0000, 55.0000, 55.0000, 385.0000, 55.0000, 121.0000, 242.0000, 176.0000, 440.0000
Country of Origin: MEX
Supplier: BWI VEHICLE DYNAMICS SALES AND SERVICE S DE RL DE CV"
PTV5-000954 EXP.pdf,"Invoice Number: PTV5-000954
Invoice Date: 07/Mar/2022
Part Number: 22364204, 22364202, 22364207, 22364203, 22364205, 22361553, 22361567, 22361552, 22374597, 22374598, 22374599
Description: AMORTIGUADOR
Quantity: 2,904.000, 527.000, 264.000, 528.000, 2,640.000, 1,782.000, 297.000, 1,782.000, 319.000, 486.000, 972.000
Unit of Measure: PZS
Cost: $605.0000, $110.0000, $55.0000, $110.0000, $550.0000, $330.0000, $55.0000, $330.0000, $121.0000, $176.0000, $352.0000
Weight: $9,152.74, $1,840.95, $920.48, $1,840.95, $8,320.67, $7,179.90, $1,196.65, $7,179.37, $2,615.50, $3,850.39, $7,712.07
Country of Origin: MEX
Supplier: BWI VEHICLE DYNAMICS SALES AND SERVICE S DE RL DE CV"
PTV5-000959 EXP.pdf,"Invoice Number: PTV5-000959
Invoice Date: 09/Mar/2022
Part Number: 22364204, 22364202, 22364203, 22364205, 22361553, 22361568, 22361552, 22374369, 22374598, 22374599
Description: AMORTIGUADOR
Quantity: 3,432, 527, 264, 2,904, 1,485, 297, 1,485, 338, 729, 972
Unit of Measure: PZS
Cost: $715.0000, $110.0000, $55.0000, $605.0000, $275.0000, $55.0000, $275.0000, $121.0000, $264.0000, $352.0000
Weight: $10,816.87, $1,840.95, $920.48, $9,152.74, $5,983.24, $1,236.97, $5,982.81, $2,985.43, $5,775.57, $7,712.07
Country of Origin: MEX
Supplier: BWI VEHICLE DYNAMICS SALES AND SERVICE S DE RL DE CV"
PTV5-000940 IMP.pdf,"The extracted fields from the invoice are as follows:

Invoice Number: PTV5-000940
Invoice Date: 25/Feb/2022

Part Number: 22364231, 22364232, 22364233, 22379470, 22368245, 22379472, 22371402, 22371403
Description: AMORTIGUADOR
Quantity: 1,008.000, 1,512.000, 1,512.000, 343.000, 514.000, 540.000, 336.000, 336.000
Unit of Measure: PZS
Cost: $4,281.6000, $6,422.4000, $6,422.4000, $15,958.9400, $22,074.9600, $1,486.0200, $68,771.6300, $1,486.0200
Weight: 180.0000, 270.0000, 270.0000, 60.0000, 90.0000, 150.0000, 60.0000, 60.0000

Country of Origin: MEX
Supplier: BWI VEHICLE DYNAMICS SALES AND SERVICE S DE RL DE CV"
PTV5-000941 IMP.pdf,"Invoice Number: PTV5-000941
Invoice Date: 26/Feb/2022
Part Number: 22364204, 22364203, 22364205, 22361553, 22361569, 22361568, 22361552, 22361566, 22374597, 22374369, 22374598
Description: AMORTIGUADOR (amortiguador)
Quantity: 1, 1, 1, 3,960, 594, 594, 297, 4,158, 297, 958, 338, 1,214
Unit of Measure: PZS
Cost: $4,704.9000, $5,058.5300, $17,643.4000, $2,896.0800, $2,976.7300, $1,488.3600, $20,271.3800, $1,448.0400, $9,517.5400, $3,403.6000, $11,651.4700
Weight: 220.0000, 220.0000, 825.0000, 110.0000, 110.0000, 55.0000, 770.0000, 55.0000, 363.0000, 121.0000, 440.0000
Country of Origin: MEX
Supplier: BWI VEHICLE DYNAMICS SALES AND SERVICE S DE RL DE CV"
PTV5-000942 IMP.pdf,"Invoice Number: PTV5-000942
Invoice Date: 28/Feb/2022
Part Number: 22364231, 22364232, 22364233, 22379470, 22368245, 22379472, 22371402, 22371403
Description: AMORTIGUADOR
Quantity: 336.000, 672.000, 504.000, 171.000, 171.000, 216.000, 336.000, 336.000
Unit of Measure: PZS
Cost: $1,427.2000, $2,854.4000, $2,140.8000, $5,319.6400, $5,319.6400, $8,829.9800, $1,486.0200, $1,486.0200
Weight: 60.0000, 120.0000, 90.0000, 30.0000, 30.0000, 60.0000, 60.0000, 60.0000
Country of Origin: MEX
Supplier: BWI VEHICLE DYNAMICS SALES AND SERVICE S DE RL DE CV"
